index,discriptions,mapped_rating
3806,chiều dài vừa n phần cổ chân hơi rộng ik k thoải mái,0
3807,shop phục vụ rất kém giao nhầm hàng k chịu đổi,1
3808,kiểu dáng sang trọng lịch lãm mình vốn thích đeo dòng đồng hồ này đường nét hoàn thiện tỉ mỉ vừa khui hộp thấy mê rồi shop phục vụ cũng rất tốt,0
3809,shop phục vụ rất tốt rất đáng tiền chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh,0
3810,vấn đề ms trên i đến nay vẫn chưa giải quyết dc mọi cấu hình cài vào đều thất bại có lẽ bạn dùng mail trên pc hoặc gửi qua phần mềm chát thôi,1
3811,dùng sản phẩm thấy da mặt tiết nhiều dầu hơn không biết có phải hàng dởm không nữa,1
3812,thời gian giao hàng chậm shop giao sai size nhắn tin thắc mắc về size shop k tl đặt giao k đi dk,1
3813,chất lượng sản phẩm tuyệt vời áo đẹp mỗi cái không có túi,0
3814,chất lượng sản phẩm rất kém mua cái thì cái sắp bục chỉ,1
3815,quảng cáo có phần chỉ nhiệt mà sp không có dạng túi compact mỏng và rẻ nhất trong các loại túi unimom,1
3816,giày đẹp phù hợp với giá tiền khuyến khích mọi người nên mua và khuyên các bạn nên chọn lớn hơn size để vừa chân hơn mình chọn đúng size nhưng mang vẫn hơi bị kích lần sau có nhu cầu sẽ tiếp tục ủng hộ shop,0
3817,nòi quá nhỏ nấu chỉ được người ăn,1
3818,toan bi lep k ngon gi het,1
3819,shop phục vụ rất tốt thời gian giao hàng rất nhanh thank shop,0
3820,xài vài lần bong dây cao su liên hệ hoài không thấy phản hồi bảo hành hay gì cho khách so bad,1
3821,hàng được giao không đúng theo yêu cầu,1
3822,áo đẹp nhưng mà không đồng màu cỡ vì tôi có bé sinh đôi muốn lấy cái y nhau tôi đăng ký thế mà,0
3823,đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất chậm đợi khá lâu thấy báo về máy là đã giao mà lưu kho quá lâu,0
3824,cọ rất mềm còn được tặng thêm dây buộc tóc và lưới bảo vệ cọ thanks shop nhìu nhé,0
3825,dây da hoàn thiện chưa ổn lắm nhưng đánh giá cao về sp nói chung là tuyệt ở mức giá,0
3826,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh cảm ơn shop,0
3827,mua hàng trên đã nhiều đơn hàng rồi nhưng có đơn hàng này là thất vọng nhất đồng hồ dỏm lúc chạy lúc nghỉ chất lượng đồng hồ quá kém làm người mua mất lòng tin ở shop này quá thời gian giao hàng thì quá lâu thất vọng,1
3828,đẹp nhưng phía trong giày hơi bị bong da tí nói chung là ok,0
3829,thấy hạn sử dụng là tháng nhưng không thấy ngày sản xuất là sao shop,1
3830,trưa nay bị dị ứng tùm lum sưng đỏ ngứa hết cả mặt không biết do clinique hay b nữa buồn quá chưa mụn trưa khỏi giờ chữa cả dị ứng nữa,1
3832,dầu gội kém gọi tóc khô không mềm mượt không mùi sơm lắm,1
3833,không giống như hình nhất là găng tay chiến thuật,1
3834,banh chang ngon that vong,1
3835,shop giao hàng nhanh như một tia chớp,0
3836,op đẹp giao đúng mẫu,0
3837,thời gian giao hàng rất nhanh loa nghe tốt với mức giá này,0
3838,chọn gói combo wifi củ sạc lại giao thiếu củ sạc nt hỏi thì k thấy phản hồi thiếu trách nhiệm haiz cho shop sao vì shop phục vụ kém,1
3839,sản phẩm tốt hợp giá tiền,0
3840,chất lượng sản phẩm tuyệt vời gh hơi lâu xíu,0
3841,chất lượng tuyệt vời đóng gói cũng chắc chắn nữa m đang mua lần rồi,0
3842,shop phục vụ rất tốt được tặng kèm gương mini dễ thương đóng gói sản phẩm rất đẹp và chắc chắn,0
3843,màu trà rất đẹp vị hơi chua dễ uống,0
3844,chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh chị chủ shop tư vấn rất nhiệt tình,0
3845,giao hàg quá chậm trog thàh phố mà tận ngày nhưng máy thì sài dc,0
3846,mình mới đặt hôm qua sáng nay nhận được ghế có một số vấn đề sau sao cho việc giao hàng nhanh về sản phẩm minh trả tiền để mua sản phẩm này ghế văn phòng iba đen phụ phí hàng cồng kềnh nhưng sản phẩm sau khi lắp xong thì không giống với hình ảnh trên web tiki chính web sản phẩm giống hoàn toàn với mẫu ghế xoay văn phòng fr có giá ₫ link tiki vn ghe xoay van phong fr p html src recently viewed liên hệ hotline tiki hoài không được đề nghị tiki hỗ trợ đổi trả hàng,1
3847,chất lượng sản phẩm rất kém đặt đôi trả tiền đôi mà giao đôi,1
3848,căm nhỏ quá k dày dặn cho lắm như căm cho xe đạp,1
3849,đóng gói sản phẩm rất kém chất lượng sản phẩm rất kém shop phục vụ rất kém thời gian giao hàng rất chậm rất không đáng tiền,1
3851,shop phục vụ rất kém giao thiếu hàng,1
3852,đô hút tôt chất lượng sản phẩm tuyệt vời,0
3853,pedan lắp vào bị lệch do sai số kỹ thuật mối hàn chân kê không chuẩn gây cập kênh không vững khi tập máy đạp bị rít lực đạp không đều rít có tiếng kêu dây lực kéo yếu sản phẩm đúng với hình,1
3854,size xl bé tạm được,0
3855,trả tiền mà mới nhận đc,1
3856,mùi thơm shop tư vấn cho m thêm chai nữa nhé,0
3857,dao hàng lâu đặt hẳn lần mới dao gần tháng mới có hàng,1
3858,shop giao hàng hơi lâu nhưng bù lại giày đi êm chân rất thích nên vẫn cho shop,0
3860,dép chật bảo shop đổi mà khó khăn,1
3862,giao hàng rất nhanh nhân viên giao hàng nhiệt tình thân thiện,0
3863,sim chất lượng như quảng cáo tốc độ g siêu nhanh,0
3864,thất vọng gê dặn shop oy mà vẫn gửi sai mẫu thật là bực bội,1
3865,chất lượng sản phẩm rất kém đúng giá fs shop phục vụ rất kém,1
3866,chất lượng sản phẩm tuyệt vời lực hút hơi yếu và nhanh nóng tuy nhiên với số tiền bỏ ra thì không thể đòi hỏi hơn,0
3867,đã mua lần ở đây tốt đấy hy vọng shop duy trì chất lượng và dịch vụ,0
3868,đóng gói sản phẩm rất kém gh lại k đủ sp k đc đóng gói sẽ k bao h mua hg tại đây lần nào nữa bây h shop chỉ bán lấy tiền thôi k quan tâm đến khách hàng gì đâu quá thất vọng,1
3869,đóng gói sản phẩm rất gói sản phẩm rất kém kb bên shop đóng gói chắc chắn bên giao hàng làm bị bục mh nhận hàng k cần bóc đổ giầy ra thậm chí cũng k cho giầy vào túi bóng nữa nhét vào hộp đóng luôn hàng rất k ưng trả nhẽ trả lại chất lượng thì có k nên nhìn cũng k đẹp,1
3870,chất lượng sản phẩm tuyệt vời rất ưng ý thanks,0
3871,đặt hdh anroi giao hdh ios sao sạc chán thiệt chứ bực thiệt,1
3872,chất lượng sản phẩm tuyệt vời dùng rất ok,0
3873,đóng gói sản phẩm rất đẹp và chắc chắn khô gà sấy hơi giòn hjhj chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh,0
3874,đóng gói sản phẩm kĩ nên không bị xây xước gì đồng hồ đẹp lại còn đc tặng pin nữa,0
3875,đặt mặt nạ xanh giao tím xanh,1
3876,chất lượng sản phẩm tuyệt vời shop uy tín sách đẹp rất đáng tiền thời gian giao hàng rất nhanh,0
3877,shop phục vụ rất kém đoi giao dc nt voi sho thì không rep lại,1
3878,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền giao hàng nhanh chắc chắn sẽ ủng hộ shop dài dài shop phục vụ rất tốt,0
3879,chất lượng sản phẩm tuyệt vời rất đẹp da mềm rất hài lòng ❤❤❤,0
3880,chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh tóm lai rất ưng ❤️❤️❤️❤️,0
3881,thất vọng màn hình quá sáng làm mắt nhìn màn hình điện thoại s là sẽ thấy nhức đầu hối hận khi mua,1
3882,thời gian giao hàng rất nhanh mẫu balo đẹp nhỏ gọn tiện dụng,0
3883,đóng gói đồ rất cẩn thận chất lượng mật như mô tả,0
3884,hàng rất ưng ý sẽ ủng hộ shop nhiều hơn mỗi tội ship ra hà nội xa nên hơi lâu xíu,0
3885,cổng usb gắn vào ổ sạc lúc sạc dc lúc k sạc dự phòng cx vậy,1
3886,mặt nạ mỏng nhiều dưỡng chất đắp xong da mát và mịn hẳn,0
3887,áo dày dặn đẹp fom áo to nhưng hơi ngắn tý,0
3888,chất lượng sản phẩm rất kém mới rửa tay đụng nước nhẹ chưa được giây là vô nước,1
3889,chất liệu xấu hơn so với các sản phẩm cùng loại cùng giá tiền,1
3890,áo chất rất ok lì dày mịn,0
3891,chưa dùng đã bị rách lỗ như hình chán luôn,1
3893,đúng thứ mình cần giá cũng ổn chúc shop đắt khách,0
3894,chất lượng sản phẩm tuyệt vời quần đẹp màu đẹp vải cũng đẹp sẽ ủng hộ shop nữa ạ,0
3895,hang giao không dung chat luong qua te không giong nhu quang cao that vong qua,1
3896,chất lượng sản phẩm tuyệt vời shop phục vụ quá tốt sẽ ủng hộ shop lâu dài tks đóng gói sản phẩm rất đẹp và chắc chắn,0
3897,ngủ cốc ngon rất thơm uống ghiền lắm luôn,0
3898,mình đã mua sp này và dùng xong ngày là bỏ lun xài thì nhờn lỗ chân lông thì to lên mùa hè mà xài cảm thấy rất bết dính khó chịu sáng ngủ dậy rửa mặt thì thấy mặt k trắng ra mà lại đen hơn mặt bị mụn mình xức vào còn nỗi mụn nhìu hơn ns chung là rất tiếc tiền và cũng chắc là do cơ địa của mỗi ng hay sao mà mình thấy nhận xét nào cũng thích và ưng ý dù sao tiki cũng gói hàng rất đẹp rất cẩn thận thaks tiki,1
3899,đã từng dùng hàng thật nên khẳng định đây là hàng fake toàn là mùi keo hôi kinh khủng mua hộp về vứt luôn không dám dùng lỡ bị dị ứng da thì tốn thêm tiền lượng sản phẩm rất kém rất không đáng tiền đóng gói sản phẩm rất kém,1
3900,shop phục vụ tốt chất lượng ống ngắm tốt nhé,0
3901,chưa sử dụng chưa biết chất lượng ra sao nhưng giá như vậy là quá ok chủ shop đóng gói hàng rất cẩn thận,0
3902,máy dùng tốt đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt,0
3903,chất lượng sản phẩm rất kém rất không đáng tiền nấu cơm chế độ hâm nóng củng bị khét đít nồi chán muốn bõ đi,1
3904,tương đối tốt đúng với hình đã đăng,0
3905,đẹp lắm shop chất lượng thấy khá oki hàng chuẩn đúng như quảng cáo,0
3906,giao k đúng màu shop gọi điện hỏi hết màu đen còn màu hồng tím đỏ mình bảo giao mình màu đó lúc nhận là hồng tím haiz,1
3907,đóng gói sơ sài vỡ hết mì rồi chán,1
3908,chất lượng sản phẩm tuyệt vời check dc mã vạch hàng tốt,0
3909,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền shop phục vụ rất tốt thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh,0
3910,sp bị lỗi xin dỗi trả rắc rối,1
3911,chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt thời gian giao hàng rất nhanh rất đáng tiền đóng gói sản phẩm rất đẹp và chắc chắn,0
3912,đóng gói sản phẩm đẹp nhưng không có đồ tháo mắc đồng hồ mặt kính không tráng sa như quảng cáo mặt đồng hồ không như trong hình,1
3913,giày da cứng mang phỏng cả chân size đóng gói cẩn thận,1
3914,hàng chính hãng đi êm chân và thoáng,0
3915,chất lượng sản phẩm rất kém lõi rất cũ vỏ thì mới thông số là hình lõi bên trong ai dân điện nhìn sẽ hiểu,1
3916,nhìn trên hình không thấy đc ở ngoài to thế nào đâu to hơn bánh ngoài cũng nhạt hơn đúng là tiền nào của ấy rất ơn shop nhé,0
3917,mới ráp xong nen hom bay mới đánh giá đc chưa kip chup tấm hinh nhg that su không tiếc tiền vi rất chắc chắn ráp củg đơn giản lại an toàn cho bé các mẹ tot nhat nen mua nhe,0
3918,chất lượng sản phẩm rất kém rất không đáng không dc tiếp xúc kém khi tiếp xúc dc sạc không lên pin,1
3919,sim đúng như mô tả shop hỗ trợ nhiệt tình nếu có dự định mua sim thì chắc chắn tôi sẽ quay lại shop này,0
3920,chất lượng sản phẩm rất giao không đúng hãng shop phục vụ rất kém phải mất phí trả hàng lại,1
3921,chất lượng sản phẩm tốt xai ok,0
3922,sản phẩm chỉ phát wifi đc thôicòn không thu đc muốn bộ thu phát wifi thì lên chọn sản phẩm khác đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn,0
3923,sản phẩm cấp nước rất tốt rất đáng tiền,0
3925,check code son ce k ra sản phẩm,1
3926,sản phẩm dùng bị kích ứng da sẽ không sử dụng lại sản phẩm,1
3927,vâng aple đã giải quyết xong nguy cơ dùng sạc đểu vừa sạc vừa nghe nhạc bị điện giật và tôi xin phép không dùng iphone vì mấy cái tai nghe của tôi không cắm đc vào cổng lightning d,1
3928,thấy mọi người nhận xét tốt mình mua dùng thử nhưng phải nói là ngay từ miếng đầu tiên đã làm hỏng rồi có lẽ là do dùng sai cách mụn không lấy ra được bao nhiêu trước sau như một chỉ có cảm giác thông thoáng lỗ chân lông hơn lần sau mình sẽ dùng thử sản phẩm khác,1
3929,chất lượng sản phẩm tuyệt vời giày đẹp hơn ảnh,0
3930,chất lượng sản phẩm kém mình mua đôi mà như zậy đây,1
3931,đóng gói cẩn thận nhưng nhân hơi ỉu,0
3933,chất lượng sản phẩm tuyệt vời nhưng màu sắc giống bé gái wa ak,0
3934,đóng gói sản phẩm rất đẹp và chắc chắn hàng ik ảnh vải áo thì tốt mà quần thì cứng ạ,0
3935,mình mua s edge rồi inches quá bé,1
3936,chất lượng sản phẩm rất lượng vô cùng kém mua chuột y nhau mà giá giá chênh lệch nhau k dùng chưa được ngày liệt sĩ cả chạy lúc tịt luôn hjx chất lượng sản phẩm rất kém,1
3937,chất lượng sản phẩm rất kém một trong sản phẩm k có nhãn mắc k ghi size về kích thước thì nhỏ hơn hẳn hai sản phẩm còn lại chất lượng sản phẩm rất kém dùng từ xuất xịn không khác nào lừa khách size cũng k chuẩn size t kg thì chỉ mặc dc cho bé t kg,1
3938,ở như sp k hề ghi giao màu ngẫu nhiên vậy mà tiki giao cho mình một khung màn màu xanh và góc màn la màu đen chẳng thẩm mỹ chút nào nếu biết giao màu như vậy thì mình đã k đặt haz thế này pai xem xet lai co nen mua hàng onl nua k đây tin tuong tiki la vay mà,1
3940,mình đã mua và sử dụng lần rồi rất là ok bây jo mua thêm sử dụng,0
3941,đóng gói sản phẩm rất đẹp và chắc chắn nhân viên giao hàng nhiệt tình,0
3942,đóng gói sản phẩm quá tệ chất lượng sản phẩm không như shop nói,1
3943,hàng chuẩn đóng gói cẩn thận sẽ ủng hộ lâu dài,0
3945,chất lượng sản phẩm tuyệt vời giao hành nhanh tư vấn nhiệt tình,0
3946,nhận hàng nhanh nhưng không được như quảng cáo nhanh hết pin không được như mong đợi chỉ được một ngày với điện thoại như vậy là quá kém đề nghị không lên quảng cáo hiêu vượn nữa nếu sendo muốn tồn tại,1
3947,shop nay lam an giao hang thieu co may chuc k ma cung giao thieu tn kg tra loi dt noi ban kg tiep ban shop lam an kg co tam gi ca,1
3948,túi dầy dặn tay kéo đường may chắc chắn bánh xe muợt sp rất tốt,0
3949,tai nghe tai nghe nhỏ tai nghe to thật không thể chấp nhận,1
3951,sản phẩm có mùi trà xanh nhẹ và dễ chịu ạ,0
3952,size nhỏ xíu xl mà như size s lần và mãi mãi,1
3953,chất lượng rất tốt giá rẻ tôi rất hài lòng,0
3954,rất cute nhưng hơi hôi khi ngửi d,0
3955,rất ngon se con ung ho shop tiếp theo,0
3957,chất lượng sản phẩm tuyệt vời cảm ơn shop nhé sách rất đẹp mới nguyên,0
3958,son không phải hàng chính hãng xài chán,1
3959,mùi tam ổn dc cái đóng gói sản phẩm rất đẹp và chắc chắn,0
3960,thứ nhất dây có mùi nhựa rất kinh hai bộ đếm số nhảy sai nhảy vài ba cái cũng nhảy lên tận lận thứ ba dây nhảy rất hay bị xoắn,1
3961,sản phẩm cũng được nhưng shop giao thiếu hàng cho mình giờ mình vẫn chưa nhận được tiền shop trả mình hơi buồn,1
3962,yêu cầu đổi sản phẩm bàn phím không dùng được chế độ dung của máy cũng hỏng và máy thiếu tai nghe đã được tư vấn chăm sóc của đại lý hẹn đổi máy khác trong ngày rất tốt,1
3963,chất lượng sản phẩm tuyệt vời khi nhận hàng không tin nổi vào mắt mik đi cực êm chân đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền mọi người nên mua sản phẩm của shop nhé,0
3964,thời gian giao hàng rất nhanh đóng góp tạm được thôi nhưng chất lượng lại ok góp ý nhỏ shop nên để ý đóng gói để form giày đẹp hơn cảm ơn nhiều shop phục vụ rất tốt,0
3965,loa nge to rè lắm ad,1
3966,trong tầm giá k đòi hỏi gì hơn,0
3968,chất lượng sản phẩm rất kém dat mua doi giao noi shop ns shop không chiu nhan chuo hinh don hang dat goi shop shop kg tra loi,1
3970,sản phẩm giúp da mịn hơn đẩy mụn tốt nhưng với mụn đỏ thì td khá chậm shop lưu ý sản phẩm dính vào nắp phụ khá nhiều,0
3971,đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh mùi hương ngọt ngào,0
3972,rất ok ủng hộ shop đê,0
3973,em đặt size đen lại ra màu xám haiz,1
3974,thơm và mềm moi lắm,0
3975,e đã nhận đc hàng ạ shop giao hàng nhanh gói cẩn thận nữa ạ,0
3976,xây lần dau tiên đứng máy không xây duoc thất vọng,1
3977,mình dùng gần hết chai rồi mà mụn không xẹp huhu,1
3978,giao hàng nhanh bột thơm ngon đóng gói đẹp chắc chắn nếu mình uống giảm cân tốt mình sẽ ủng hộ shop nữa,0
3979,shop phục vụ rất tốt và thời gian giao hàng rất nhanh,0
3980,hàng kém chất lượng shop giao hàng không đúng mình đặt màu xanh shop giao màu xám bị luôn đơn hàng quá thất vọng lần sau không dám mua hàng trên nữa sợ quá,1
3981,trên k đc giảm phí mà k thấy giảm,1
3982,hàng giao nhanh bọc gói rất cẩn thận,0
3983,chất lượng sản phẩm kém móp méo,1
3984,chất lượng sản phẩm tuyệt vời ngon và hơi cay mi vị tuyệt,0
3985,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh sản phẩm e chụp qua thui nkg thật ra rất là đẹp,0
3986,hàng đẹp chất lượng giá cả hợp lý shop phục vụ rất tốt có điều shop hơi xa mua nhiều không đc,0
3987,đóng gói sản phẩm kém giày sử vãi rất mau dãn và mỏng,1
3988,sách bị rách bìa tùm lum một cuốn sách như vậy mất cảm tình quá vậy cũng giao cho khách đc,1
3989,sạc pin báo vào nhưng pin không lên sạc cả đêm mà không được tý pin nào,1
3990,máy ổn nhưng đặt mau trắng khi nhận lại là màu đen,1
3992,sp giống trong ảnh chất liệu hơi mỏng nhưng so với giá tiền chất lương vậy là xứng đáng rồi,0
3993,chất lượng sản phẩm tuyệt hàng giống hình sẽ ủng hộ,0
3994,giầy gì đâu mà mang đâu chân bok size giầy toms thì đưa giờ kg biết làm sao luôn,1
3995,mình không hiểu sao các bạn mua sách khen quá trời trong khi mình mua lên wed tải file nghe không được cuốn sách quan trọng nhất phần nghe mà không tải về nghe hay nghe trên load không được cũng như không các bạn nên cân nhắc khi mua mình tải không đc có lên fanpage inbox hỏi chị nhưng cũng không hồi âm sách mình mua để trê kệ đc tháng rồi không biết mấy ban mua học ntn mà thấy nhiều bạn cho gpa sao lận,1
3996,so với đôi màu nâu thì chất lượng không bì được nhưng phom giày ổn đế ok da pu lót trong bằng vải không phải da nói chung giá này thì không thể đòi hỏi khắc khe được hy vọng shop buôn bán thêm loại tốt hơn như đôi cũ của mình chất lượng tốt giá cao tí không sao đâu ạ,0
3997,nồi lẩu đẹp đóng gói kĩ chưa sủ dụng nên chưa đánh giá được,0
3998,chán giao diện không giống hình là sao,1
3999,sản phẩm tốt phí vận chuyển cao hơn bưu điện nhiều quá,0
4000,giao nhanh sản phẩm đóng gói cẩn thận,0
4001,sản phẩm rất đẹp và chắc chắn giống trong ảnh rất đáng tiền,0
4002,túi màu hồng mà gửi dây đeo màu xám,1
4003,hàng đẹp như hình luôn sẽ còn quay lại,0
4004,hàng đẹp miễn chê đóng gói cũng đẹp luôn lại còn đc tặng quà sẽ ủng hộ shop dài dài,0
4005,chất lượng sản phẩm tuyệt vời đóng gói xấu ạ giày bị móp,0
4006,giao hàng nhanh đồng hồ đẹp nhưng hơi dày đi mưa bị nước mưa vào giá tiền mua chính thức thì ok còn hơn triệu thì không đáng,0
4007,giày đẹp dễ thương đóng gói sản phẩm rất đẹp và chắc chắn,0
4008,vòng dây dài quá tay m cũng to mà vẫn thấy dài nhìn đẹp hơn hình đóng gói cẩn thận tiếc cậy lẫy để di chuyển cho nấc khoá ngắn lại thì sau đó chốt lại lỏng k đóng đk,0
4009,chất lượng sản phẩm rất kém shop phục vụ rất cái shop bán hàng như cái lồn hàng hư không mua cau hu cả dm ae nào đừng có ngu mà mua không mất tiền oan,1
4010,cá mặn và chưa đc khô lắm,1
4012,hàng giả chất lượng sản phẩm rất kém,1
4013,balo đẹp tuy nhiên k giống ảnh trong ảnh có ngăn nhỏ đựng bình sữa thực tế chỉ có ngăn k bít ngăn bé xíu ở giữa đựng đc thứ gì nữa,1
4014,sp đẹp chắc chắn đóng gói cẩn thận giao hàng nhanh,0
4015,độ bền thì chưa biết nhưng nhìn sp hơi thất vọng vỏ hộp thì nhàu nát chân phải pikachu bị vỡ ít màu vàng nhợt nhạt màu chữ magic và màu mắt mũi của con thú không phải là màu của nhựa mà là màu phết trên nilong rồi dán vào nói chung nhìn con pikachu dại dại,1
4016,chất lượng sản phẩm rất kém đóng gói sản phẩm rất kém rất không đáng tiền thời gian giao hàng rất chậm,1
4017,chưa sử dụng nên chưa biết ntn,0
4018,nhìn chung truyện có nội dung nhẹ nhàng nhưng khắc nhân vật còn chưa rõ nét có cảm giác diễn biến trong truyện không tự nhiên gò bó ép buộc nhân vật đi theo cốt truyện mà mất đi tính cách riêng nhiều câu văn trong truyện có phần khó hiểu tuy hay và vần điệu nhưng sáo rỗng tôi đã đọc hoa linh lan từ vài năm trước đã mong đợi lần xuất bản này gào có viết hay hơn chứ không phải một kết thúc nhiều hụt hẫng như vậy,1
4019,ong xem size cua ong voi ngoai chợ co giong nhau không mua ve di lao dong cung deo vua moi dien chu,1
4021,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thái độ phục vụ tốt và các sản phẩm đều hữu ích,0
4022,quá đỉnh để dành tiền mua cái mới được,0
4025,max đẹp hơi nặng chút nhưng oke sao cho,0
4026,chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt shop phục vụ rất tốt shop phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền rất đáng tiền,0
4027,chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt thời gian giao hàng rất nhanh,0
4028,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh ❤❤❤❤ shop rất đáng tiền,0
4029,máy dùng thích lắm ạ rất đáng tiền,0
4030,dat sl kg ma giao co bit bit co gr ma gia không nhu thuong luong,1
4031,mua quạt thì quạt mang về hôm hỏng pin k sạc được chỉ cắm điện nới dùng đc,1
4032,giao hàng thì không kèm tất tặng buôn bán như kiểu treo đầu dê bán thịt chó vậy,1
4033,thời gian giao hàng rất nhanh rất đáng tiền shop phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn xài thử xem chất lượng kem ntn đã vẫn cho shop sao về khâu đóng gói phục vụ nhiệt tình,0
4034,đóng gói sản phẩm rất đẹp và chắc chắn chất lượng thì chưa dùng chưa biết thế nào hàng check được mã vạch,1
4035,hàng đẹp mỗi tội giao toàn hình bé trai đc mỗi c bé gái,0
4036,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đẹp xuất sắc hk chê vào đâu,0
4037,như hình giao hàng nha ms dùng đc tuần ổn áp lắm ạ sau này không biết bền hay không nhưng vẫn cho ful sao,0
4038,xấu đeo đau hết tay,1
4039,chất lượng sản phẩm tuyệt vời hàng rất đẹp dùng rất thích,0
4040,chất lượng sản phẩm tuyệt vời không biết shop cho thêm cái giống cái muỗng để làm gì hjhj,0
4041,máy dùng tốt máy và màn hình đẹp nhưng pin không đủ đáp ứng nhu cầu của mình chơi liên quân phút hết khoảng pin,0
4042,ghế rất đẹp chắc chắn quá chất lượng so với giá tiền giao hàng hơi lâu chút,0
4043,đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt rất đáng tiền mọi người nhớ ủng hộ shop này nha,0
4044,chất lượng sản phẩm tuyệt vời đóng gói sp đẹp và chắc chắn,0
4045,chất lượng sản phẩm rất kém shop phục vụ rất kì vô trách nhiệm với sp không chịu test thử kĩ làm gì có cái quạt nào mà số số lại chạy mức gió y như nhau không biết có bạn nào mua bị trường hợp như của mình không shop thì mực đổ lỗi cho nxs nhưng chính tay các bạn giao sp lỗi cho không,1
4046,shop đáng iu chất lượng sản phẩm khỏi bàn chuẩn,0
4047,pin lởm sạc đầy dùng bình thường chỉ gõ văn bản thôi mà chỉ đc hơn tiếng quá thất vọng chất lượng sản phẩm rất kém,1
4048,không giống trong hình chỉ có vạch màu khác khi ns lại ns y hình,1
4049,ngũ cốc uống rất ngon thơm ngậy nhưng klo béo hi chị chủ dễ thương chất lượng sản phẩm tuyệt vời,0
4050,shop phục vụ kém không đáng giao sai dây nt thì shop nói lòng vòng làm ăn k uy tín mua lần k có lần bực bội,1
4051,sản phẩm có chất lượng đúng như giới thiệu mỗi tội không nhắn được cho shop để xin tài liệu,0
4052,dép mềm dẻo và êm chân form nhỏ hơn size bth nên con mình mang dư gót ạ hộp kim chỉ không có màu đen trắng nhưng có màu chỉ mình cần may quá đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh,0
4053,k giống miêu tả thiếu phụ kiện trong hộp quá tệ,1
4055,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền máy màu hồng siu cute luôn thời gian giao hàng thì tạp được nó chúng là cho shop sao,0
4056,chất son đepj màu cũng đẹp nốt giao hàng nhanh đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền chất lượng sản phẩm tuyệt vời,0
4058,sơn như cái đồ trẻ trâu quá xấu kém,1
4059,không bao h có lần thứ vs shop này mọi ng tốt nhất đừng mua,1
4060,shop giao hàng nhanh hình như xà phòng này chỉ dùng rửa đc tay chứ k dùng rửa mặt hay sao ý vì t thấy ghi là,0
4061,rất đáng tiền nếu chân bạn không chuẩn size thì bạn nên chọn lớn hơn size,0
4062,đóng gói sản phẩm rất đẹp và chắc chắn giao hàng cực nhanh sách rất hay và toẹt dời còn ít phải mới đc,0
4063,bắt đầu dùng ngày thì đứt mất dây đứt lúc đang tập nên suýt bật cả vào mặt giờ muốn mua dây thay mà không biết mua ở đâu mà hàng thế này không biết đc bảo hành không,1
4064,son rất đẹp chuẩn auth,0
4065,chất lượng rất kém keo nhiều tràn lung tung gây ngứa bỏng tay,1
